unnamed:_0;sku;nome;gênero;marca;indicado_para;altura_do_cano;color;value;description;media_rating;number_reviews;size;images;url_product;gola;material;time/atleta;manga;dimensões_aproximadas;garantia_do_fabricante;origem;estilo_da_peça;composição;tecnologia;peso_do_produto;definição_da_tecnologia;recomendações_de_uso;kit_composto_por;alça;aba;fechamento;capacidade;compartimento;linha;departamento_bs;cós;tipo_de_uso;capuz;bolso;personalização;categoria;pisada;itens_inclusos;importante;nível;circunferência;obs;modelo;solado;tipo;material_interno;classificação_indicativa;console;classificação;sac;faixa_preco;value_normalized
1099;2IC-8913-476-02;Camiseta NBA Nike Team 31 Courtside Masculina;Masculino;nike;dia a dia;Não Informado;Kaki;9999.0;dê um up nas suas combinações esportivas com a camiseta nba nike team 31 courtside masculina essa peça conta com material macio ao toque da pele ótimo caimento que mostra a liberdade de movimentações e estampa moderna para acompanhar seu estilo também no basquete mostre seu amor pelo basquete com esse feat da nike com nba peça já sua camiseta masculina nike;0.0;0;P, M, G, GG;"https://static.lojanba.com/produtos/camiseta-nba-nike-team-31-courtside-masculina/76/2IC-8913-476/2IC-8913-476_zoom1.jpg?ts=1770260035&ims=544x; https://static.lojanba.com/produtos/camiseta-nba-nike-team-31-courtside-masculina/76/2IC-8913-476/2IC-8913-476_zoom2.jpg?ts=1770260035&ims=544x; https://static.lojanba.com/produtos/camiseta-nba-nike-team-31-courtside-masculina/76/2IC-8913-476/2IC-8913-476_zoom3.jpg?ts=1770260035&ims=544x; https://static.lojanba.com/produtos/camiseta-nba-nike-team-31-courtside-masculina/76/2IC-8913-476/2IC-8913-476_zoom4.jpg?ts=1770260035&ims=544x";https://www.lojanba.com/p/camiseta-nba-nike-team-31-courtside-masculina-2IC-8913-476;Gola Careca;Algodão;Não Informado;Manga Curta;Modelo Veste M: Ombro: 58 cm, Tórax: 120 cm, Comprimento: 77 cm;Contra defeito de fabricação;Estrangeira - Adquirida no mercado interno;Não Informado;100% Algodão;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.0485779008306066
1102;SGL-03DG-014-02;Camiseta Nike Jumpman Crew Masculina;Masculino;nike;dia a dia;Não Informado;Branco;12999.0;eleve seu estilo com a camiseta nike jumpman crew masculina perfeita para os amantes do basquete e da cultura sneaker esta camiseta nike oferece um design clássico ideal para exibir sua paixão com atitude e conforto confeccionada em algodão macio garante bemestar e liberdade de movimento em todas as ocasiões enquanto o emblemático logo jumpman em destaque no peito celebra a grandeza de jordan e eleva seu visual não perca tempo  combine com seu tênis nike masculino preferido para um visual cheio de personalidade compre a sua e vista a essência do basquete com muito estilo;0.0;0;P, M, G, GG;"https://static.lojanba.com/produtos/camiseta-nike-jumpman-crew-masculina/14/SGL-03DG-014/SGL-03DG-014_zoom1.jpg?ts=1770951952&ims=544x; https://static.lojanba.com/produtos/camiseta-nike-jumpman-crew-masculina/14/SGL-03DG-014/SGL-03DG-014_zoom2.jpg?ts=1770951952&ims=544x; https://static.lojanba.com/produtos/camiseta-nike-jumpman-crew-masculina/14/SGL-03DG-014/SGL-03DG-014_zoom3.jpg?ts=1770951952&ims=544x; https://static.lojanba.com/produtos/camiseta-nike-jumpman-crew-masculina/14/SGL-03DG-014/SGL-03DG-014_zoom4.jpg?ts=1770951952&ims=544x";https://www.lojanba.com/p/camiseta-nike-jumpman-crew-masculina-SGL-03DG-014;Gola Careca;Algodão;Jordan;Manga Curta;Medidas da Peça ( Tamanho G) - Ombro: 52 cm, Tórax: 124 cm, Comprimento: 72 cm;Contra defeito de fabricação;Estrangeira - Adquirida no mercado interno;Não Informado;58% Algodão/ 42% Poliéster;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Permite Personalização;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.06367983891266046
1104;SGL-04GP-004-02;Camiseta Nike Jordan Sport Crew Masculina;Masculino;nike;dia a dia;Não Informado;Bege;27999.0;domine o estilo street com a camiseta nike jordan sport crew masculina indispensável para os fãs de basquete e da cultura sneaker esta camiseta nike jordan celebra o legado de michael jordan com um design moderno e cheio de atitude confeccionada em tecido de algodão macio garante bemestar e liberdade de movimento em todas as ocasiões seja no dia a dia na quadra ou em momentos de lazer enquanto a estampa frontal e nas costas e a logomarca jordan em destaque na manga eleva seu estilo com personalidade não perca tempo  combine com seu tênis jordan preferido para um visual completo e autêntico peça já a sua e vista a paixão pela lenda;0.0;0;P, M, G, GG, EGG;"https://static.lojanba.com/produtos/camiseta-nike-jordan-sport-crew-masculina/04/SGL-04GP-004/SGL-04GP-004_zoom1.jpg?ts=1775185681&ims=544x; https://static.lojanba.com/produtos/camiseta-nike-jordan-sport-crew-masculina/04/SGL-04GP-004/SGL-04GP-004_zoom2.jpg?ts=1775185681&ims=544x; https://static.lojanba.com/produtos/camiseta-nike-jordan-sport-crew-masculina/04/SGL-04GP-004/SGL-04GP-004_zoom3.jpg?ts=1775185681&ims=544x; https://static.lojanba.com/produtos/camiseta-nike-jordan-sport-crew-masculina/04/SGL-04GP-004/SGL-04GP-004_zoom4.jpg?ts=1775185681&ims=544x; https://static.lojanba.com/produtos/camiseta-nike-jordan-sport-crew-masculina/04/SGL-04GP-004/SGL-04GP-004_zoom5.jpg?ts=1775185681&ims=544x";https://www.lojanba.com/p/camiseta-nike-jordan-sport-crew-masculina-SGL-04GP-004;Gola Careca;Algodão;Jordan;Manga Curta;Medidas da Peça ( Tamanho GG) - Ombro: 53 cm, Tórax: 132 cm Comprimento 79 cm;Contra defeito de fabricação;Estrangeira - Adquirida no mercado interno;Não Informado;100% Algodão;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.13918952932292977
1106;R2D-1137-014-98;Camiseta NBA Infantil Milwaukee Bucks Nomad Braziline;Unissex;braziline;dia a dia;Não Informado;Branco;4699.0;atitude e conforto com a energia do basquete escolha certa para a criançada que adora o esporte a camiseta nba infantil milwaukee bucks nomad braziline faz a diferença no visual enquanto garante bemestar com modelagem regular esta camiseta infantil recebe estampa do lakers e detalhe com o logo nba opção versátil para o dia a dia e na hora de acompanhar as partidas para combinar boas pedidas são calça jeans jogger legging ou moletom além de bermuda infantil nba milwaukee bucks peça já para seu menino ou sua menina;0.0;0;4A, 6A, 8A;"https://static.lojanba.com/produtos/camiseta-nba-infantil-milwaukee-bucks-nomad-braziline/14/R2D-1137-014/R2D-1137-014_zoom1.jpg?ts=1770951909&ims=544x; https://static.lojanba.com/produtos/camiseta-nba-infantil-milwaukee-bucks-nomad-braziline/14/R2D-1137-014/R2D-1137-014_zoom2.jpg?ts=1770951909&ims=544x";https://www.lojanba.com/p/camiseta-nba-infantil-milwaukee-bucks-nomad-braziline-R2D-1137-014;Gola Careca;Algodão;Milwaukee Bucks;Manga Curta;Tam: 6 - Ombro: 33 cm, Tórax: 76 cm, Comprimento: 46 cm;Contra Defeito de Fabricação;Nacional;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.021897810218978103
1107;R2D-1125-040-98;Camiseta NBA Infantil Brooklyn Nets Campus Braziline;Unissex;braziline;dia a dia;Não Informado;Chumbo;4999.0;atitude e conforto com a energia do basquete escolha certa para a criançada que adora o esporte a camiseta nba infantil brooklyn nets campus braziline faz a diferença no visual enquanto garante bemestar com modelagem regular esta camiseta infantil recebe estampa do nets e detalhe com o logo nba opção versátil para o dia a dia e na hora de acompanhar as partidas para combinar boas pedidas são calça jeans jogger legging ou moletom além de bermuda infantil nba brooklyn nets peça já para seu menino ou sua menina;0.0;0;4A, 6A, 8A;"https://static.lojanba.com/produtos/camiseta-nba-infantil-brooklyn-nets-campus-braziline/40/R2D-1125-040/R2D-1125-040_zoom1.jpg?ts=1773630578&ims=544x; https://static.lojanba.com/produtos/camiseta-nba-infantil-brooklyn-nets-campus-braziline/40/R2D-1125-040/R2D-1125-040_zoom2.jpg?ts=1773630578&ims=544x";https://www.lojanba.com/p/camiseta-nba-infantil-brooklyn-nets-campus-braziline-R2D-1125-040;Gola Careca;Algodão;Brooklyn Nets;Manga Curta;Tam: 6 - Ombro: 32 cm, Tórax: 76 cm, Comprimento: 45 cm;Contra Defeito de Fabricação;Nacional;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.023408004027183488
1114;R2D-205A-006-10;Conjunto Infantil NBA Chicago Bulls Braziline;Unissex;braziline;dia a dia;Não Informado;Preto;10999.0;incentive a paixão pelo basquete desde cedo com o conjunto infantil nba chicago bulls braziline perfeito para os pequenos fãs do basquete este conjunto dos bulls oferece um design moderno e autêntico ideal para exibir a paixão mirim pelo time com estilo e conforto confeccionado em tecido leve e macio garante bemestar e liberdade de movimento nas quadras ou dia a dia enquanto o emblema da equipe em destaque na regata e na bermuda reforça a conexão com um dos maiores times da nba vista os futuros astros do basquete  peça já o conjunto infantil e aproveite;3.67;3;10A, 12A, 14A;"https://static.lojanba.com/produtos/conjunto-infantil-nba-chicago-bulls-braziline/06/R2D-205A-006/R2D-205A-006_zoom1.jpg?ts=1774432428&ims=544x; https://static.lojanba.com/produtos/conjunto-infantil-nba-chicago-bulls-braziline/06/R2D-205A-006/R2D-205A-006_zoom2.jpg?ts=1774432428&ims=544x; https://static.lojanba.com/produtos/conjunto-infantil-nba-chicago-bulls-braziline/06/R2D-205A-006/R2D-205A-006_zoom3.jpg?ts=1774432428&ims=544x";https://www.lojanba.com/p/conjunto-infantil-nba-chicago-bulls-braziline-R2D-205A-006;Gola Careca;Poliéster;Chicago Bulls;Regata;Tam.(10) - Ombro: 29 cm, Tórax: 80 cm Comprimento: 56 cm, Short: Cintura: 66 cm, Comprimento: 33 cm;Contra defeito de fabricação;Nacional;Não Informado;100% Poliéster;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.05361188019129121
1118;JD8-0183-006-05;Regata Jersey NBA Nike Boston Celtics - Masculina;Masculino;nike;dia a dia;Não Informado;Preto;50999.0;aposte no seu jogo a regata nba boston celtics nike é daquelas que não podem faltar na coleção seja para um jogo intenso de basquete ou para aquele visual street a regata nba nike é a escolha perfeita para quem busca estilo e conforto confeccionada em material macio e respirável é ideal para manter o corpo longe da umidade mesmo em momentos de mais esforço com caimento regular e o emblema dos celtics em destaque a peça  expressa sua paixão pelo basquete não perca tempo  combine com seu tênis de basquete preferido e aproveite peça sua regata dos celtics;5.0;0;P, M, G, GG, EGG;"https://static.lojanba.com/produtos/regata-jersey-nba-nike-boston-celtics-masculina/06/JD8-0183-006/JD8-0183-006_zoom2.jpg?ts=1775143472&ims=544x; https://static.lojanba.com/produtos/regata-jersey-nba-nike-boston-celtics-masculina/06/JD8-0183-006/JD8-0183-006_zoom3.jpg?ts=1775143472&ims=544x";https://www.lojanba.com/p/regata-jersey-nba-nike-boston-celtics-masculina-JD8-0183-006;Gola Careca;Poliéster;Não Informado;Não Informado;Medidas da Peça ( Tamanho G) - Ombro: 39 cm, Tórax: 118 cm, Comprimento: 79 cm;Contra defeito de fabricação;Estrangeira - Adquirida no mercado interno;Com logo;100% Poliéster;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.2549710546186761
1123;JD8-0183-244-09;Regata Jersey NBA Nike Boston Celtics - Masculina;Masculino;nike;dia a dia;Não Informado;Preto e verde;69999.0;aposte no seu jogo a regata nba boston celtics nike é daquelas que não podem faltar na coleção seja para um jogo intenso de basquete ou para aquele visual street a regata nba nike é a escolha perfeita para quem busca estilo e conforto confeccionada em material macio e respirável é ideal para manter o corpo longe da umidade mesmo em momentos de mais esforço com caimento regular e o emblema dos celtics em destaque a peça  expressa sua paixão pelo basquete não perca tempo  combine com seu tênis de basquete preferido e aproveite peça sua regata dos celtics;5.0;0;P, M, G, GG, EGG;https://static.lojanba.com/produtos/regata-jersey-nba-nike-boston-celtics-masculina/44/JD8-0183-244/JD8-0183-244_zoom3.jpg?ts=1775143473&ims=544x;https://www.lojanba.com/p/regata-jersey-nba-nike-boston-celtics-masculina-JD8-0183-244;Gola Careca;Poliéster;Não Informado;Não Informado;Medidas da Peça ( Tamanho G) - Ombro: 39 cm, Tórax: 118 cm, Comprimento: 79 cm;Contra defeito de fabricação;Estrangeira - Adquirida no mercado interno;Com logo;100% Poliéster;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.3506166624716839
1126;FBA-4584-014-02;Regata Adidas Basketball Legends Masculina;Masculino;adidas;dia a dia;Não Informado;Branco;19999.0;conforto clássico para as quadras esta camisa de basquete adidas tem cavas largas e gola v para total liberdade de movimentos a cada jogada o logo das três barras no peito e as três listras na lateral completam o look icônico este produto é 100  feito com materiais reciclados ao escolher o reciclado podemos reutilizar materiais já criados o que ajuda a reduzir o desperdício e a nossa dependência de recursos finitos além de reduzir a pegada dos produtos que fabricamos;4.83;41;P, M, G, GG;"https://static.lojanba.com/produtos/regata-adidas-basketball-legends-masculina/14/FBA-4584-014/FBA-4584-014_zoom1.jpg?ts=1771950930&ims=544x; https://static.lojanba.com/produtos/regata-adidas-basketball-legends-masculina/14/FBA-4584-014/FBA-4584-014_zoom2.jpg?ts=1771950930&ims=544x; https://static.lojanba.com/produtos/regata-adidas-basketball-legends-masculina/14/FBA-4584-014/FBA-4584-014_zoom3.jpg?ts=1771950930&ims=544x; https://static.lojanba.com/produtos/regata-adidas-basketball-legends-masculina/14/FBA-4584-014/FBA-4584-014_zoom4.jpg?ts=1771950930&ims=544x; https://static.lojanba.com/produtos/regata-adidas-basketball-legends-masculina/14/FBA-4584-014/FBA-4584-014_zoom5.jpg?ts=1771950930&ims=544x; https://static.lojanba.com/produtos/regata-adidas-basketball-legends-masculina/14/FBA-4584-014/FBA-4584-014_zoom6.jpg?ts=1771950930&ims=544x";https://www.lojanba.com/p/regata-adidas-basketball-legends-masculina-FBA-4584-014;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.09891769443745281
1152;FBA-822T-254-05;Regata Adidas Cropped Basketball Feminina;Feminino;adidas;dia a dia;Não Informado;Oliva;29999.0;mostre suas habilidades e estilo no basquete com esta regata adidas basketball o tecido de poliéster macio e durável tem elasticidade integrada que acompanha seus movimentos enquanto você caminha até a cesta as cavas amplas garantem máxima liberdade de movimento permitindo que você arremesse drible e defenda sem limitações;0.0;0;EP, P, M, G, GG, EGG, EEGG;"https://static.lojanba.com/produtos/regata-adidas-cropped-basketball-feminina/54/FBA-822T-254/FBA-822T-254_zoom1.jpg?ts=1754172581&ims=544x; https://static.lojanba.com/produtos/regata-adidas-cropped-basketball-feminina/54/FBA-822T-254/FBA-822T-254_zoom2.jpg?ts=1754172581&ims=544x; https://static.lojanba.com/produtos/regata-adidas-cropped-basketball-feminina/54/FBA-822T-254/FBA-822T-254_zoom3.jpg?ts=1754172581&ims=544x; https://static.lojanba.com/produtos/regata-adidas-cropped-basketball-feminina/54/FBA-822T-254/FBA-822T-254_zoom4.jpg?ts=1754172581&ims=544x; https://static.lojanba.com/produtos/regata-adidas-cropped-basketball-feminina/54/FBA-822T-254/FBA-822T-254_zoom5.jpg?ts=1754172581&ims=544x; https://static.lojanba.com/produtos/regata-adidas-cropped-basketball-feminina/54/FBA-822T-254/FBA-822T-254_zoom6.jpg?ts=1754172581&ims=544x";https://www.lojanba.com/p/regata-adidas-cropped-basketball-feminina-FBA-822T-254;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.14925748804429903
1161;FBA-822T-006-01;Regata Adidas Cropped Basketball Feminina;Feminino;adidas;dia a dia;Não Informado;Preto;44999.0;mostre suas habilidades e estilo no basquete com esta regata adidas basketball o tecido de poliéster macio e durável tem elasticidade integrada que acompanha seus movimentos enquanto você caminha até a cesta as cavas amplas garantem máxima liberdade de movimento permitindo que você arremesse drible e defenda sem limitações;0.0;0;EP, P, M, G, GG, EGG, EEGG;"https://static.lojanba.com/produtos/regata-adidas-cropped-basketball-feminina/06/FBA-822T-006/FBA-822T-006_zoom1.jpg?ts=1754171942&ims=544x; https://static.lojanba.com/produtos/regata-adidas-cropped-basketball-feminina/06/FBA-822T-006/FBA-822T-006_zoom2.jpg?ts=1754171942&ims=544x; https://static.lojanba.com/produtos/regata-adidas-cropped-basketball-feminina/06/FBA-822T-006/FBA-822T-006_zoom3.jpg?ts=1754171942&ims=544x; https://static.lojanba.com/produtos/regata-adidas-cropped-basketball-feminina/06/FBA-822T-006/FBA-822T-006_zoom4.jpg?ts=1754171942&ims=544x; https://static.lojanba.com/produtos/regata-adidas-cropped-basketball-feminina/06/FBA-822T-006/FBA-822T-006_zoom5.jpg?ts=1754171942&ims=544x; https://static.lojanba.com/produtos/regata-adidas-cropped-basketball-feminina/06/FBA-822T-006/FBA-822T-006_zoom6.jpg?ts=1754171942&ims=544x";https://www.lojanba.com/p/regata-adidas-cropped-basketball-feminina-FBA-822T-006;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.22476717845456834
1172;FB9-3627-010-04;Regata Adidas Basketball Legends Masculina;Masculino;adidas;dia a dia;Não Informado;Cinza;19999.0;com esta regata adidas basketball você sai às ruas o dia todo ela é feita de malha elástica macia e arejada para manter você confortável enquanto treina a modelagem folgada permite que você se movimente livremente dentro e fora das quadras uma mistura de materiais reciclados e renováveis compõe no mínimo 70  deste produto;4.77;104;EP, P, M, G, GG, EGG, EEGG, XEEGG;"https://static.lojanba.com/produtos/regata-adidas-basketball-legends-masculina/10/FB9-3627-010/FB9-3627-010_zoom1.jpg?ts=1718670789&ims=544x; https://static.lojanba.com/produtos/regata-adidas-basketball-legends-masculina/10/FB9-3627-010/FB9-3627-010_zoom2.jpg?ts=1718670789&ims=544x; https://static.lojanba.com/produtos/regata-adidas-basketball-legends-masculina/10/FB9-3627-010/FB9-3627-010_zoom3.jpg?ts=1718670789&ims=544x; https://static.lojanba.com/produtos/regata-adidas-basketball-legends-masculina/10/FB9-3627-010/FB9-3627-010_zoom4.jpg?ts=1718670789&ims=544x; https://static.lojanba.com/produtos/regata-adidas-basketball-legends-masculina/10/FB9-3627-010/FB9-3627-010_zoom5.jpg?ts=1718670789&ims=544x; https://static.lojanba.com/produtos/regata-adidas-basketball-legends-masculina/10/FB9-3627-010/FB9-3627-010_zoom6.jpg?ts=1718670789&ims=544x";https://www.lojanba.com/p/regata-adidas-basketball-legends-masculina-FB9-3627-010;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.09891769443745281
1175;SGL-03ZH-060-03;Regata Jersey NBA Nike Milwaukee Bucks Giannis Antetokounmpo Nº 34 Masculina;Masculino;nike;dia a dia;Não Informado;Verde;51999.0;exiba seu estilo nas quadras com a regata jersey nba nike milwaukee bucks giannis antetokounmpo nº 34 perfeita para os fãs de basquete que buscam um visual autêntico e cheio de atitude esta regata nike celebra o talento do greek freak com um design moderno e marcante confeccionada em tecido leve e respirável com tecnologia drifit o artigo garante bemestar e liberdade de movimento em todas as ocasiões seja nas quadras no estilo street do dia a dia ou em momentos de lazer enquanto a combinação de cores eleva seu estilo com sofisticação e exibe sua paixão pelos bucks não perca tempo  combine com seu tênis de basquete nike preferido para um visual cheio de personalidade peça já a sua e regata nike antetokounmpo e vista a paixão pela nba;0.0;0;P, M, G, GG;"https://static.lojanba.com/produtos/regata-jersey-nba-nike-milwaukee-bucks-giannis-antetokounmpo-n-34-masculina/60/SGL-03ZH-060/SGL-03ZH-060_zoom1.jpg?ts=1770347524&ims=544x; https://static.lojanba.com/produtos/regata-jersey-nba-nike-milwaukee-bucks-giannis-antetokounmpo-n-34-masculina/60/SGL-03ZH-060/SGL-03ZH-060_zoom2.jpg?ts=1770347524&ims=544x; https://static.lojanba.com/produtos/regata-jersey-nba-nike-milwaukee-bucks-giannis-antetokounmpo-n-34-masculina/60/SGL-03ZH-060/SGL-03ZH-060_zoom3.jpg?ts=1770347524&ims=544x; https://static.lojanba.com/produtos/regata-jersey-nba-nike-milwaukee-bucks-giannis-antetokounmpo-n-34-masculina/60/SGL-03ZH-060/SGL-03ZH-060_zoom4.jpg?ts=1770347524&ims=544x; https://static.lojanba.com/produtos/regata-jersey-nba-nike-milwaukee-bucks-giannis-antetokounmpo-n-34-masculina/60/SGL-03ZH-060/SGL-03ZH-060_zoom5.jpg?ts=1770347524&ims=544x";https://www.lojanba.com/p/regata-jersey-nba-nike-milwaukee-bucks-giannis-antetokounmpo-n-34-masculina-SGL-03ZH-060;Gola V;Poliéster;Milwaukee Bucks;Regata;Medidas da Peça ( Tamanho M) - Ombro: 35 cm, Tórax: 106 cm, Comprimento: 80 cm;Contra defeito de fabricação;Estrangeira - Adquirida no mercado interno;Não Informado;100% Poliéster;Dri-Fit;Não Informado;Tecido de desempenho que afasta o suor da pele para ajudá-lo a se manter seco e confortável.;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.2600050339793607
1211;FBA-0241-010-02;Camiseta Estampada Basketball Crest Adidas Masculina;Masculino;adidas;dia a dia;Não Informado;Cinza;19999.0;represente seu esporte com estilo esta camiseta estampada da adidas basketball está pronta para jogos e é perfeita para torcer pelo seu time a modelagem folgada e a estrutura em malha de algodão oferecem espaço para você se movimentar sem abrir mão do conforto a ousada estampa de basquete e as letras inspiradas nos uniformes universitários na frente transmitem sua paixão pelo jogo o algodão deste produto foi obtido por meio da better cotton o algodão better cotton é obtido por meio de um modelo de cadeia de custódia chamado de equilíbrio de massas isso significa que o algodão better cotton não é rastreável fisicamente até os produtos finais saiba mais aqui  https   bettercottonorg whoweare ourlogo;5.0;5;EP, P, M, G, GG, EGG, EEGG, XEEGG;"https://static.lojanba.com/produtos/camiseta-estampada-basketball-crest-adidas-masculina/10/FBA-0241-010/FBA-0241-010_zoom1.jpg?ts=1719579245&ims=544x; https://static.lojanba.com/produtos/camiseta-estampada-basketball-crest-adidas-masculina/10/FBA-0241-010/FBA-0241-010_zoom2.jpg?ts=1719579245&ims=544x; https://static.lojanba.com/produtos/camiseta-estampada-basketball-crest-adidas-masculina/10/FBA-0241-010/FBA-0241-010_zoom3.jpg?ts=1719579245&ims=544x; https://static.lojanba.com/produtos/camiseta-estampada-basketball-crest-adidas-masculina/10/FBA-0241-010/FBA-0241-010_zoom4.jpg?ts=1719579245&ims=544x; https://static.lojanba.com/produtos/camiseta-estampada-basketball-crest-adidas-masculina/10/FBA-0241-010/FBA-0241-010_zoom5.jpg?ts=1719579245&ims=544x; https://static.lojanba.com/produtos/camiseta-estampada-basketball-crest-adidas-masculina/10/FBA-0241-010/FBA-0241-010_zoom6.jpg?ts=1719579245&ims=544x";https://www.lojanba.com/p/camiseta-estampada-basketball-crest-adidas-masculina-FBA-0241-010;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.09891769443745281
